egg	AtLocation	supermarket
sun	AtLocation	center of solar system
tenor	AtLocation	opera
audience	AtLocation	theatre
human	AtLocation	church
staple	AtLocation	stapler
key	AtLocation	purse
trash	AtLocation	dumpster
city	AtLocation	county
shop basket	AtLocation	supermarket
science	AtLocation	university
closet	AtLocation	bedroom
foot	AtLocation	shoe
cavity	AtLocation	tooth
statue	AtLocation	museum
person	Desires	feel important
book	CreatedBy	writer
xylophone	IsA	percussion instrument
broom	UsedFor	sweep
knife	UsedFor	stab
english	IsA	language
lemon	HasProperty	sour
trigger	PartOf	gun
baseball	UsedFor	play baseball
table	AtLocation	kitchen
oil	HasProperty	slippery
cup	UsedFor	drink
tree	AtLocation	forest
pencil	MadeOf	wood
london	IsA	city
swim	IsA	sport
child	CapableOf	play
door	PartOf	house
pot	UsedFor	cook
rock	HasProperty	heavy
palm	PartOf	hand
coffee	MadeOf	coffee bean
paper	HasProperty	white
fish	IsA	animal
jean	MadeOf	denim
fruit	HasProperty	edible
robot	IsA	machine
pilot	CapableOf	fly helicopter
backgammon	IsA	game
jupiter	IsA	planet
lake	IsA	body of water
spider	IsA	arachnid
whale	IsA	mammal
beaver	IsA	mammal
pheasant	IsA	bird
crow	IsA	bird
hawk	IsA	bird
goose	IsA	bird
perl	IsA	program language
c	IsA	program language
bird	CapableOf	sing
sex	Causes	orgasm
fish	AtLocation	aquarium
dog	Desires	chew on bone
dog	NotCapableOf	sweat
cat	IsA	carnivore
buy present for others	HasPrerequisite	have money
twenty four hour	AtLocation	day
phone	AtLocation	your desk
atheist	NotCapableOf	believe in god
dog	UsedFor	companionship
college	AtLocation	city
feather	AtLocation	bird
shovel	UsedFor	dig hole
soap	UsedFor	clean something
apple	HasProperty	good to eat
eat breakfast in bed	HasSubevent	watch tv
commit to memory	HasSubevent	repeat
learn	HasPrerequisite	study
unix	IsA	operate system
unix	IsA	system
write term paper	HasPrerequisite	research
sailboat	ReceivesAction	propel by wind
kitten	DefinedAs	baby cat
pray	HasSubevent	kneel down
shop	HasPrerequisite	have money
kill	HasProperty	wrong
bottle	UsedFor	store liquid
sleep	HasPrerequisite	get in bed
music	HasProperty	relax
men and woman	HasProperty	different
tongue	AtLocation	your mouth
plate	AtLocation	kitchen
become inebriate	HasPrerequisite	drink alcohol
sail	HasProperty	fun
boy	IsA	young man
beer	IsA	alcoholic beverage
study	HasPrerequisite	concentration
city	IsA	place
fart	Causes	bad smell
smoke cigarette	Causes	lung cancer
compete against someone	HasPrerequisite	enter competition
roof tile	AtLocation	roof
toothbrush	UsedFor	clean your tooth
go to performance	HasPrerequisite	buy ticket
create idea	HasPrerequisite	think
surprise someone	HasPrerequisite	hide
meet interest person	HasSubevent	talk to them
take phone call	HasPrerequisite	pick up phone
reach tentative agreement	HasPrerequisite	compromise
lie	HasSubevent	you feel guilty
key chain	UsedFor	keep key together
foot	AtLocation	desk
pea	IsA	vegetable
compete	HasSubevent	you lose
submarine	CapableOf	travel under water
watch even news	HasPrerequisite	turn on television
play	HasSubevent	have fun
have bath	HasPrerequisite	fill tub with water
apple	AtLocation	apple tree
slave	IsA	person
drive	HasSubevent	listen to radio
restaurant	UsedFor	eat out
chess board	HasA	64 square
school	AtLocation	city
chat with friend	HasSubevent	laugh
have bath	HasSubevent	get wet
baggage	AtLocation	airport
paint picture	HasSubevent	look at model
relax	HasSubevent	sleep
cookie	AtLocation	jar
baby	CapableOf	cry loud
strike match	Causes	fire
banker	CapableOf	lend money
bury cat	HasPrerequisite	dig hole
earn live	HasPrerequisite	work
twenty-four hour	AtLocation	day
person	CapableOf	board plane
furnace	AtLocation	basement
play sport	UsedFor	competition
stair	UsedFor	climb
park lot	UsedFor	park car
terrorist	CapableOf	arm bomb
wood	UsedFor	fence in property
pool	UsedFor	get out of heat
play game	HasPrerequisite	learn rule
duck	HasA	web foot
play basketball	HasSubevent	score point
ball	CapableOf	roll down hill
stethoscope	AtLocation	doctor
make patchwork quilt	HasSubevent	sew
leave	AtLocation	tree
plant	HasA	green leave
pay bill	HasPrerequisite	have money
skin	UsedFor	cover body
spanish	IsA	language
baseball	IsA	be entertain
yo-yo	IsA	river
go to bed	CapableOf	bark
pen	AtLocation	write
golf	HasProperty	good
dog	IsA	wood
polo	IsA	sweat
colorado	MadeOf	plastic
book	MadeOf	mall
sex	AtLocation	fun
gold	IsA	eat
sushi	IsA	sit on
telephone	IsA	communicate
sleep	HasPrerequisite	dream
soccer	AtLocation	sport
fish	AtLocation	school
plant	IsA	flower
cloud	AtLocation	school
linux	IsA	classroom
child	AtLocation	fence in property
fly	HasSubevent	insect
paint house	AtLocation	office
apple	HasProperty	fun
clothe	CapableOf	closet
book	UsedFor	shelf
violin	IsA	write
fruit	MadeOf	glass
cat	AtLocation	closet
computer	CapableOf	library
key	Causes	open lock
play basketball	CapableOf	hunt mouse
propose to woman	UsedFor	take picture
basketball player	HasSubevent	tall
bass	HasPrerequisite	fish
spoon	HasPrerequisite	eat
paper clip	AtLocation	state
keyboard	HasPrerequisite	computer
paper	HasSubevent	wood
chair	UsedFor	work
shark	UsedFor	any ocean
teacher	CapableOf	cross road
book	UsedFor	drive nail
lizard	AtLocation	book
keyboard	CapableOf	type
animal	NotHasProperty	zoo
c	UsedFor	drink
window	AtLocation	glass
man	UsedFor	catch fish
key	AtLocation	kennel
day	IsA	animal
attend school	HasSubevent	animal
clothe	AtLocation	library
football	CapableOf	game
knife	AtLocation	lake
car	CapableOf	drink alcohol
sky	HasProperty	vehicle
bury cat	IsA	sport
love	AtLocation	emotion
knife	CapableOf	have money
music	HasProperty	get into car
ball	HasPrerequisite	round
student	IsA	tool
do housework	Causes	food
dog	HasSubevent	pet
tennis	IsA	vegetable
lion	Causes	animal
key	IsA	gift from france
literature	HasA	feather
teacher	IsA	school student
pool	UsedFor	post office
wing	AtLocation	fly
shoe	HasA	closet
sleep	HasSubevent	wear on foot
human	CapableOf	door
have checkup	HasPrerequisite	movie
have haircut	HasPrerequisite	fun
bus stop	UsedFor	three side
book	CapableOf	learn
chair	HasProperty	office
see	AtLocation	cut wood
plant	HasA	string instrument
food	ReceivesAction	read
fish	CapableOf	land plane
person	NotCapableOf	cry loud
fall	HasProperty	smart
author	HasPrerequisite	go to museum
cup	HasSubevent	hold liquid
vegetarian	AtLocation	refrigerator
car	UsedFor	metal
trout	HasProperty	fish
cheese	HasSubevent	milk
sunset	HasPrerequisite	pretty
see band	HasPrerequisite	basement
urinate	HasA	seat
boy	HasSubevent	date girl
penguin	NotCapableOf	cold
read	IsA	learn
do housework	HasA	have clean house
bed	UsedFor	science
student	IsA	reptile
match	AtLocation	start fire
carpet	UsedFor	bark
knife	AtLocation	laugh
car	HasSubevent	chew
sex	HasSubevent	activity
vegetable	IsA	instrument
meet interest person	PartOf	foot
traveller	UsedFor	read
pilot	HasProperty	fly airplane
razor	IsA	in new york
play ball	HasPrerequisite	exercise
someone	HasA	six string
magician	IsA	fool audience
listen to music	HasPrerequisite	eat
doll	IsA	right-handed
ocean	HasProperty	salt water
commit perjury	HasA	lie
cloth	UsedFor	exercise
key	CapableOf	search
voice	UsedFor	make clothe
smoke	Causes	zoo
buy something	HasPrerequisite	have orgasm
sleep	HasProperty	close your eye
pen	UsedFor	office
rock	AtLocation	music
read	UsedFor	cook
exercise	CapableOf	sweat
pelican	CapableOf	study
car	PartOf	park lot
watch tv	AtLocation	sky
book	AtLocation	sleep
venus	PartOf	planet
swiss cheese	HasA	guard your house
have epileptic fit	HasProperty	good for you
boat	AtLocation	travel on water
seven day	HasA	week
wheel	HasPrerequisite	go to doctor
remember phone number	IsA	water
host	HasProperty	welcome guest
key	AtLocation	open lock
saddle	AtLocation	ride horse
love	IsA	kiss someone
tickle	HasSubevent	supermarket
buy present for others	AtLocation	library
bar stool	AtLocation	house
glass	MadeOf	cupboard
wheel	AtLocation	closet
apple	HasProperty	propose to woman
peach	HasSubevent	fruit
listen to radio	UsedFor	study
silver	IsA	eat
key	IsA	bird
go to hairdresser	CapableOf	drink water
tree	CapableOf	leave
paint picture	HasA	four leg
seven continent	UsedFor	earth
corn	IsA	kitchen
murder	AtLocation	crime
shingle	PartOf	roof
diminish your own hunger	HasSubevent	eat
someone	UsedFor	hospital
student	HasSubevent	have sex
see exhibit	UsedFor	eat
have checkup	AtLocation	make doctor appointment
bottle	AtLocation	garage
money	MadeOf	bank
food	AtLocation	bed
pilot	AtLocation	river
golden retriever	IsA	serve hot
blue	HasProperty	color
chicken	AtLocation	lie egg
plant	AtLocation	bedroom
iron	Desires	metal
java	AtLocation	program language
ostrich	UsedFor	bird
ant	IsA	space
go to get haircut	HasA	window
car	HasA	walk
beanie	AtLocation	most ocean
dog	UsedFor	guide blind person
boat	HasPrerequisite	water
earth	AtLocation	one moon
procreate	HasA	two wheel
go to sport event	Causes	buy ticket
dream	HasA	sleep
glass	IsA	sound
gravity	IsA	musical instrument
light match	ReceivesAction	fire
author	CapableOf	deal card
go to bed	HasPrerequisite	closet
slide	IsA	food
lemon	UsedFor	sing
computer	CapableOf	play game
kiss	HasProperty	spherical
elephant	AtLocation	table
prisoner	AtLocation	closet
college	UsedFor	open door
alcohol	IsA	fruit
airplane	UsedFor	sky
passenger	Desires	play with toy
go to get haircut	HasProperty	your hair will be short
play	MotivatedByGoal	make paper airplane
man	CapableOf	you feel guilty
biology	IsA	read
exercise	IsA	energy
play sport	CapableOf	guard house
tile	AtLocation	communication device
live	IsA	communication device
plate	IsA	cupboard
fruit	HasSubevent	seed
mastercard	IsA	go to barber
fall	HasPrerequisite	injury
stop your bicycle	HasSubevent	fish
cross street	IsA	fungus
gravity	MotivatedByGoal	be inform
clock	HasA	tell time
dog	HasSubevent	sweat
cat	AtLocation	eat mouse
pistol	Causes	gun
notebook	UsedFor	drink
play sport	HasPrerequisite	fun
human	AtLocation	most ocean
literature	CapableOf	library
glass	AtLocation	boredom
cat	HasA	lap
jump rope	UsedFor	two wheel vehicle
play	Causes	bird
poodle	Causes	dog
soccer	IsA	mammal
nurse	IsA	hospital
cereal bowl	IsA	fruit
kill	Causes	dribble
finger	PartOf	laugh at joke
page	PartOf	cd player
star	AtLocation	interview
bury cat	HasPrerequisite	dig hole
goldfish	AtLocation	carp
pass course	HasA	six side
shovel	HasSubevent	strike match
wash your car	HasSubevent	popular television show
chimney	AtLocation	wed
bicycle	HasProperty	street
lawn mower	AtLocation	pantry
go on vacation	HasPrerequisite	relaxation
circle	HasProperty	book
tablecloth	IsA	table
pray	UsedFor	believe in god
sex	HasProperty	walk on
pilot	HasProperty	land airplane
galaxy	AtLocation	water
person	AtLocation	voice opinion
sex	HasA	whisker
commit perjury	HasPrerequisite	search
use computer	HasSubevent	transportation
robot	AtLocation	windowsill
bride	UsedFor	wed
water	HasProperty	pocket
ball	HasPrerequisite	buy ticket
needle	HasProperty	sew
duck	CapableOf	fly plane
jean	HasPrerequisite	buy ticket
doctor	CapableOf	water
bicycle storage area	AtLocation	store bicycle
computer	IsA	bathe
star	AtLocation	language
bread	UsedFor	breadbox
dresser	AtLocation	park car
toilet	AtLocation	jar
student	AtLocation	house
tuba	IsA	eat
diner	IsA	flower
kettle	AtLocation	boil water
leaf	HasProperty	liquid
person	CapableOf	lie
badminton	IsA	bookshelf
golf	IsA	cover pillow
canada	IsA	look outside
home	RelatedTo	mammal
sex	Causes	hockey game
read	Causes	school
gardener	CapableOf	cook
neighbour	AtLocation	chew food
day	IsA	bird
pepper and salt	Causes	have short hair
lizard	HasPrerequisite	get into car
fish	NotCapableOf	window
fruit	CapableOf	be pet
rain	AtLocation	jar
opera singer	AtLocation	school
murder	AtLocation	something else
thief	HasA	liquid
paper	Causes	laughter
learn	HasPrerequisite	turn out light
stop your car	HasPrerequisite	carp
canvas	AtLocation	roof
plate	HasPrerequisite	table
be tire	UsedFor	cut wood
girl	IsA	wear dress
pretend	IsA	imagine
table	UsedFor	play chess
bomb	HasA	destroy city
yoyo	IsA	amphibian
chicken	PartOf	produce egg
commit perjury	HasSubevent	game
egg	AtLocation	pocket
go to bed	AtLocation	aquarium
city	AtLocation	kitchen
sink	AtLocation	have money
wallet	AtLocation	build house
money	AtLocation	library
sword	IsA	musical instrument
build	HasPrerequisite	city
teacher	MadeOf	snow
tree	AtLocation	plant
visitor	AtLocation	bookshelf
passenger	Causes	cancer
chopstick	CapableOf	love
clothe	UsedFor	kill
apple	PartOf	car
contraceptive	IsA	game
canvas	HasProperty	brown
take bus	HasA	four leg
glue	HasProperty	music
world	HasA	round
make person laugh	HasProperty	tell joke
human	UsedFor	love
gather energy for tomorrow	HasSubevent	forest
fork	AtLocation	freeway
read	HasSubevent	yellow
guitar	UsedFor	get wet
frisbee	AtLocation	tree
read newspaper	CapableOf	get newspaper
wheel	HasProperty	cupboard
go for haircut	UsedFor	go to barber
bury cat	HasSubevent	inhale
comb	CapableOf	doctor
eiffel tower	IsA	serve hot
read	CapableOf	catch cold
stapler	HasSubevent	your desk
toilet	HasProperty	pleasurable
sushi	UsedFor	japanese food
paper	HasPrerequisite	crumple
ping pong	UsedFor	game
double edge razor	UsedFor	fungus
frisbee	HasPrerequisite	lie down
window	CapableOf	cross street
rice	UsedFor	rest
crappie	UsedFor	play chess
carpet	UsedFor	park car
student	HasA	classroom
go to school	AtLocation	country
human	HasProperty	home
author	AtLocation	restaurant
state	IsA	country
stapler	IsA	desk
book	PartOf	propel by wind
planet earth	IsA	force
woodwind	IsA	shelf
shingle	IsA	instrument
guitar	IsA	desk
cookie	IsA	emotion
oil	ReceivesAction	eat
cat	CapableOf	mammal
toilet paper	AtLocation	roll down hill
giraffe	UsedFor	zoo
china	IsA	amphibian
day	HasProperty	tell time
banana	CapableOf	fruit
pillow	UsedFor	bedroom
go to bed	UsedFor	ride
christianity	IsA	country
snowman	AtLocation	supermarket
eiffel tower	CapableOf	paris
football	AtLocation	table
grass	HasSubevent	park
earth	HasPrerequisite	perfect sphere
milk	AtLocation	big
boat	IsA	material
exercise	AtLocation	space
criminal	CapableOf	jail
water	AtLocation	car show
play game with your friend	CapableOf	fun
creek	IsA	forest
bowl	HasPrerequisite	cupboard
contemplate	HasPrerequisite	orgasm
coffee cup	IsA	desk
dog	AtLocation	fly
plane	CapableOf	coat wall
vegetarian	NotCapableOf	freeway
shop	UsedFor	learn
wine	CapableOf	drink
peanut butter	AtLocation	eat spanish food
lizard	AtLocation	theatre
pass your university exam	UsedFor	study
have fun	UsedFor	paint on
book	HasA	learn
climb	HasPrerequisite	fall
listen to music	HasSubevent	wash your hair
wine list	CausesDesire	have rest
lemon	Causes	get job
someone	HasA	museum
letter	AtLocation	orchestra
get up early	HasPrerequisite	deal card
maintain good health	Causes	instrument
go see play	CapableOf	buy ticket
horse	CapableOf	get drunk
have rest	HasPrerequisite	close your eye
sex	UsedFor	store clothe
motherboard	HasPrerequisite	computer
computer	AtLocation	earth
capital	AtLocation	find barber
college	AtLocation	place
child	CapableOf	country
kiss	HasPrerequisite	sign of affection
fruit	IsA	healthy
sofa bed	HasProperty	cute
wrench	AtLocation	tighten bolt
play game	CapableOf	bounce
jump out of window	IsA	jewelry
sex	UsedFor	good
lion	UsedFor	carnivore
dog	AtLocation	man best friend
jump out of window	HasPrerequisite	fence in property
tissue holder	NotCapableOf	hold tissue
person	AtLocation	clothe
pass course	HasPrerequisite	musical instrument
water	HasA	pool
snow	IsA	mountain
lizard	HasSubevent	dessert
cpu	PartOf	wind clock
whale	AtLocation	food
elementary school	CapableOf	school
knife	IsA	food
nurse	AtLocation	school
something	UsedFor	write
key	CapableOf	run
write	CapableOf	fly
pistol	PartOf	face
chess	Causes	game
rabbit	CreatedBy	mammal
thief	IsA	animal
butterfly	HasProperty	insect
go for drive	HasProperty	get car
hat	HasPrerequisite	wear on head
rifle	HasPrerequisite	gun
robin	AtLocation	bird
woman	HasA	exercise
car	ReceivesAction	fur
planet earth	CapableOf	round
walk in rain	UsedFor	get wet
coffee	HasProperty	type on keyboard
highway	IsA	wood
ball	IsA	fungus
eye	UsedFor	pound nail
lawn mower	AtLocation	your desk
teacher	CapableOf	tree
awake	IsA	yawn
chat with friend	AtLocation	build
have rest	CapableOf	corner mouse
dust bunny	UsedFor	bed
butter	AtLocation	food
plant	AtLocation	university
procreate	Causes	sew
earth	AtLocation	desk
bottle	IsA	forest
slide	HasA	park
play game	HasSubevent	red
water and oil	CapableOf	mix
guitar	HasA	captain ship
sleep	HasPrerequisite	play music
basketball	AtLocation	round
rock	AtLocation	relaxation
go to zoo	HasA	see animal
maintain muscle strength	CapableOf	slow car
surprise someone	HasPrerequisite	study
book	HasPrerequisite	go to museum
meet person	AtLocation	shake their hand
needle	HasProperty	cry loud
play game	HasSubevent	zoo
winter	UsedFor	sail
passenger	AtLocation	board airplane
chimney	HasSubevent	interview
book	CapableOf	crash
bank	UsedFor	computer
commit suicide	HasSubevent	game
tenor	HasA	three side
book	AtLocation	write
miner	CapableOf	fall asleep
day	AtLocation	garage
enjoy film	CapableOf	laugh
dream	HasSubevent	kitchen
shovel	HasPrerequisite	dig hole
cookie	HasProperty	lawn
urinate	IsA	your bladder be full
go to laundromat	HasProperty	clean clothe
play violin	UsedFor	music
reproduce	UsedFor	write
yo-yo	HasProperty	sharp
pilot	UsedFor	have drink
jack	HasSubevent	nod
france	AtLocation	desert
restaurant	IsA	measure distance
earn live	UsedFor	eat
go to movie	UsedFor	buy ticket
screwdriver	CapableOf	sharp
stay healthy	AtLocation	long life
tongue	CapableOf	bright
finch	CapableOf	play piano
bomb	IsA	food
die	Causes	stop breathe
school bus	AtLocation	yellow
have examination	CapableOf	kill person
mouse	AtLocation	kill person
lock	AtLocation	string instrument
sheet	AtLocation	sand
corner cupboard	AtLocation	string instrument
water	CapableOf	waterfall
person	CapableOf	explode
cornea	HasPrerequisite	eye
tomato	IsA	internet
wake up	CapableOf	open your eye
sleep	MotivatedByGoal	round
egg	IsA	machine
teacher	UsedFor	sit
snowman	AtLocation	tree
murder	MadeOf	flour
fry pan	UsedFor	taste food
arm	CapableOf	body
book	CapableOf	grow
carpenter	UsedFor	build house
green	IsA	insect
match	UsedFor	sleep
teacher	UsedFor	sleep
baby	CapableOf	airport
lion	AtLocation	lie
coat	PartOf	computer
islam	IsA	door
christianity	CapableOf	eat
usenet newsgroup	HasSubevent	usenet
san francisco	IsA	play music
see	HasSubevent	have orgasm
boat	UsedFor	on water
man	CapableOf	wood
pass course	HasProperty	fun
computer	UsedFor	ring doorbell
dog	UsedFor	four leg
farmer	CapableOf	teach student
read	CapableOf	light candle
air	IsA	learn
snore	HasPrerequisite	north of unite state
drive	HasPrerequisite	operate system
brain	HasA	head
pen	UsedFor	ink
fork	HasPrerequisite	travel
dentist	IsA	mall
hockey	UsedFor	sport
watch television	HasPrerequisite	go to bathroom
thief	IsA	case house
dog	ReceivesAction	eat
double edge razor	AtLocation	door
meet person	CapableOf	board plane
football	AtLocation	closet
read magazine	IsA	turn page
babysitter	HasPrerequisite	mind baby
mouse	CapableOf	kiss girl
cat	HasSubevent	fall down
pillow	IsA	language
floor	UsedFor	sit on
play tennis	HasSubevent	carp
see your favorite show	Causes	park
go to play	Causes	marriage
carpet	AtLocation	television
kill	Causes	sore throat
sleep	AtLocation	classroom
person	CapableOf	shop
thief	IsA	case joint
have fun	HasSubevent	make clothe
book	IsA	your desk
love	AtLocation	propose to woman
rest	UsedFor	sleep
commercial	AtLocation	string instrument
reproduce	HasSubevent	container
pot	CapableOf	carry person
get up early	AtLocation	set your alarm clock
cook	AtLocation	prepare meal
person	UsedFor	taste food
internet	UsedFor	library
cold	IsA	light fire
dog	UsedFor	move air
chair	CapableOf	comfortable
author	CapableOf	hat
artist	CapableOf	country
jump out of window	UsedFor	travel
person	IsA	thank another person
play game	PartOf	have fun
bathe	Causes	use soap
coke	UsedFor	bathe
towel rack	UsedFor	write on blackboard
someone	IsA	post office
floor	UsedFor	explode
weasel	Causes	zoo
lizard	AtLocation	school
cross street	AtLocation	laboratory
man	Desires	closet
take shower	HasSubevent	wear dress
triangle	PartOf	life
drum	CapableOf	percussion instrument
bed	UsedFor	cut
banana	AtLocation	lawn
glass	UsedFor	clean
food	UsedFor	lung cancer
cake	AtLocation	sweet
steel	IsA	instrument
wheel	PartOf	milk
person	CapableOf	composer
human	IsA	get wet
rice	IsA	color
rice	MadeOf	rubber
chopstick	UsedFor	five finger on each hand
knife	HasSubevent	cut
saturn	IsA	store clothe
mar	CapableOf	planet
apple	IsA	mammal
galaxy	PartOf	country
exercise	HasProperty	round
jack	CapableOf	child game
jack	UsedFor	game
chimney	HasProperty	big
star	AtLocation	your mouth
ride horse	HasSubevent	ocean
gamble	HasProperty	operate system
food	HasA	oven
cut your hair	HasPrerequisite	library
person	HasProperty	captain ship
computer	IsA	your house
tongue	UsedFor	keep food cold
lizard	CapableOf	cold blood
disco	UsedFor	good
bathe	HasPrerequisite	roof
sex	HasPrerequisite	have sex
seat	Causes	theater
car	UsedFor	city
fly in airplane	CapableOf	buy ticket
swim	PartOf	get into water
cross street	Causes	think
colorado	UsedFor	state
pilot	IsA	state
dog	IsA	fur
boat	HasPrerequisite	ask for it
flask	IsA	hold liquid
get pay	HasPrerequisite	cut wood
quill	UsedFor	walk
food	UsedFor	fridge
marijuana	IsA	mountain
computer	UsedFor	school
fish	AtLocation	shake their hand
wallet	UsedFor	tell time
soap	AtLocation	classroom
write	HasSubevent	door
diminish your own hunger	HasSubevent	get wet
rice	UsedFor	season food
horse	CapableOf	water plant
camper	HasPrerequisite	use your imagination
cereal bowl	UsedFor	kitchen
human	HasA	mine coal
compete	CapableOf	win
box	IsA	work
coke	IsA	sport
chew your food	CapableOf	good digestion
pray	IsA	head
floor	AtLocation	teach student
library	Causes	book
car	HasA	story
move car	AtLocation	pantry
play guitar	HasSubevent	milk
usher	HasA	fur
lawyer	CapableOf	paris
something	IsA	school
literature	AtLocation	office
hummingbird	CapableOf	refrigerator
cat	HasProperty	curious animal
use computer	HasPrerequisite	open your mouth
star trek	IsA	restaurant
key	MotivatedByGoal	learn
radio	AtLocation	play music
literature	AtLocation	read
attend lecture	HasProperty	take note
twenty four hour	HasPrerequisite	buy newspaper
stage	UsedFor	live in
get some money from someone	UsedFor	keep animal warm
play basketball	HasPrerequisite	think
fork	AtLocation	round
baseball field	UsedFor	story
cup	HasProperty	cold
cloth	HasSubevent	get drunk
dream	UsedFor	fall asleep
finger	AtLocation	push button
human	PartOf	society
compete	MotivatedByGoal	go to bathroom
full bladder	IsA	urinate
human	CapableOf	buy ticket
play poker	HasPrerequisite	bluff
pillow case	UsedFor	marriage
person	HasA	believe in god
star	AtLocation	church
get up early	AtLocation	air
pantry	AtLocation	play baseball
camper	AtLocation	bathroom
jump out of window	Causes	surprise
plane	UsedFor	communication
monkey	Desires	walk on
read newspaper	UsedFor	play music
computer	UsedFor	compute
salt	UsedFor	society
drawer	IsA	desk
banana	AtLocation	yellow
physic	IsA	make paper airplane
wine	AtLocation	beverage
tiger	UsedFor	zoo
cucumber	ReceivesAction	vegetable
person	CapableOf	bathroom
eye	UsedFor	card game
clarinet	IsA	color
live	HasSubevent	read
denim	Causes	fabric
bread	IsA	music
france	Desires	country
frog	UsedFor	amphibian
novel	CapableOf	book
brazil	Causes	country
bicycle	AtLocation	internet
have sex	Causes	laugh
book	NotHasProperty	fun
bicycle	IsA	transportation
blanket	UsedFor	protect foot
breathe	NotCapableOf	talk
commit suicide	MotivatedByGoal	you be very tire
most pizza	HasA	you get wet
paper	UsedFor	school
sit down	HasPrerequisite	burn thing
atheist	UsedFor	doubt existence of god
person	Desires	sweat
something	AtLocation	govern country
pineapple	CapableOf	piece together clue
play sport	CapableOf	run
policeman	ReceivesAction	ride
pickle	CapableOf	cloud judgement
something	AtLocation	travel on water
visit other country	HasProperty	expensive
pony	AtLocation	horse
drink	HasA	door
teacher	UsedFor	help student
your neighbor	CapableOf	door
gun	UsedFor	restaurant
restaurant	HasA	alcohol
poker	IsA	you lose
car	HasPrerequisite	repeat it to yourself
food	AtLocation	eat
climb	HasPrerequisite	get passport
moon	HasA	space
flower	HasSubevent	park
take bus	HasPrerequisite	smart
frisbee	HasProperty	turn out light
glass	CapableOf	cloud your judgement
rose	HasA	coat wall
human	AtLocation	sit on
eat breakfast	AtLocation	synagogue
kitchen	UsedFor	transportation
human	IsA	workplace
go to bed	AtLocation	bedroom
passenger	IsA	gas
train	Causes	arrive late
woman	CapableOf	fire
girl	HasPrerequisite	school
cheese	IsA	good
spanish restaurant	AtLocation	zoo
submarine	CapableOf	water
move car	Causes	fool audience
dog	CapableOf	shoe horse
gold	HasA	bill
hamburger	AtLocation	drink
get drunk	HasSubevent	drink alcohol
person	UsedFor	laugh at joke
chicken	AtLocation	carpet
condominium	UsedFor	paint on
propose to woman	HasPrerequisite	eat
shoe	HasSubevent	wear on foot
paper	HasPrerequisite	look both way
someone	HasPrerequisite	lake
bicycle	IsA	work
shirt	IsA	guard house
something	AtLocation	mammal
play piano	HasA	take lesson
fire	CapableOf	open lock
key	CapableOf	time race
milk	HasPrerequisite	buy ticket
usher	UsedFor	seat guest
drive	UsedFor	drink from
person	CapableOf	circulate air
walk in rain	AtLocation	you get wet
bomb	HasA	destroy build
go to performance	UsedFor	circulate air
parent	CapableOf	string instrument
raisin	IsA	spread peanut butter
bird	AtLocation	case house
traveller	AtLocation	knowledge
something	AtLocation	fall asleep
perl	AtLocation	mall
love	HasSubevent	learn
diner	HasA	penis
bomb	UsedFor	die
mechanic	CapableOf	library
someone	CreatedBy	theater
feather	HasSubevent	die
cake	HasA	oven
bread	HasPrerequisite	buy magazine
mother	CapableOf	supermarket
play sport	AtLocation	have fun
tv	CapableOf	abbreviation for television
pipe	UsedFor	travel under water
water	HasSubevent	reflect image
sock	Causes	sleep
rosebush	Causes	laugh
tool	UsedFor	bounce
study	HasSubevent	in paris
saxophone	IsA	look both way
bomb	PartOf	kill person
plant	HasSubevent	green
skyscraper	HasA	build
soap	HasPrerequisite	wash your hand
person	IsA	thank god
fruit	HasProperty	cook
stone	CapableOf	sail boat
chocolate	CapableOf	pay bill
toilet paper	UsedFor	sleep
have asthma attack	HasPrerequisite	rest
ticket office	HasSubevent	buy ticket
walk in rain	UsedFor	buy book
diner	IsA	eat
sailor	Causes	sail ship
have food	CapableOf	eat
read magazine	CapableOf	fail test
tooth	UsedFor	school
classroom	UsedFor	desk
propose to woman	IsA	marriage
ruler	CapableOf	coffee bean
airplane	IsA	travel
dresser	HasProperty	store clothe
feather	UsedFor	be entertain
window	ReceivesAction	look outside
submarine	Causes	ship
dog	UsedFor	play music
listen to radio	MadeOf	hear music
find lose item	HasPrerequisite	fast-food restaurant
something	UsedFor	preach
green	HasSubevent	breathe
dog	PartOf	loyal friend
fish	IsA	river
bowl	AtLocation	ocean
card catalog	AtLocation	instrument
cd	AtLocation	bathroom
planet	HasProperty	space
clarinet	HasSubevent	orchestra
wine list	IsA	restaurant
nose	AtLocation	bathroom
computer	AtLocation	backyard
food	AtLocation	circus
play game	HasPrerequisite	have fun
sheet	HasSubevent	cover bed
mouse	CapableOf	process information
chicken	IsA	vegetable
reproduce	UsedFor	eat
music stand	UsedFor	wear on foot
passenger	UsedFor	shave
flask	AtLocation	at school
jump out of window	UsedFor	throw
gather energy for tomorrow	IsA	meal
sock	AtLocation	desk
ear	UsedFor	seat
chocolate	AtLocation	food
dog	PartOf	family
pen	IsA	weapon
lettuce	IsA	buy ticket
car	AtLocation	vehicle
fork	HasPrerequisite	eat
murder	IsA	animal
alcohol	IsA	season
night	AtLocation	dark
steel	IsA	place
girl	HasProperty	sharp
chocolate	HasSubevent	candy
leaf	HasSubevent	tree
crappie	HasProperty	fish
salamander	IsA	vegetable
table tennis	IsA	round
pelican	IsA	carnivore
pray	UsedFor	write something on paper
god	PartOf	travel under water
